profile,split,degree,selected_degree,profile_reversal_family,compatible_record_triples,coefficient,coefficient_times_q,evidence_status,family,source,perron_sensitivity,perron_contribution
"[1,1,3,5]","[1,0,2,2]",10,5,"[1,1,3,5]","[[1,1,1],[1,1,3]]",0.042241001624907494,1.3517120519970398,proved_arbitrary_upper,adjacent_balanced_row,../open_problem_forr4_passive_floor_consolidation_round_3/notes/adjacent_balanced_row_slice_contraction.md,0.009388002450739119,0.00039655862677630667
"[1,1,3,5]","[1,0,3,1]",10,5,"[1,1,3,5]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0062990257125413555,0.00019684455351691736
"[1,1,3,5]","[1,1,0,3]",10,5,"[1,1,3,5]","[[1,1,1],[1,1,3]]",0.025091947154681882,0.8029423089498202,proved_arbitrary_upper,whole_cubic_middle_pair,../open_problem_forr4_passive_floor_consolidation_round_3/notes/whole_cubic_middle_pair_contraction.md,0.007662709249272005,0.00019227229554442523
"[1,1,3,5]","[1,1,1,2]",10,5,"[1,1,3,5]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00597045557398217,0.00018657673668694282
"[1,1,3,5]","[1,1,2,1]",10,5,"[1,1,3,5]","[[1,1,1],[1,1,3]]",0.016272469279635413,0.5207190169483332,proved_arbitrary_upper,adjacent_cubic_slice,../open_problem_forr4_passive_floor_consolidation_round_3/notes/adjacent_balanced_cubic_slice_contraction.md,0.011868142207326947,0.00019312397947507216
"[1,1,3,5]","[1,1,3,0]",10,5,"[1,1,3,5]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.003298294341143234,0.00010307169816072607
"[1,1,3,7]","[0,0,0,6]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.562646184405333e-24,8.008269326266666e-26
"[1,1,3,7]","[0,0,1,5]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.002279340461839635,7.12293894324886e-05
"[1,1,3,7]","[0,0,2,4]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,5.1489499283885055e-24,1.609046852621408e-25
"[1,1,3,7]","[0,0,3,3]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0013434397142974596,4.198249107179561e-05
"[1,1,3,7]","[0,1,0,5]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.0311785004379487e-23,3.2224328138685896e-25
"[1,1,3,7]","[0,1,1,4]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.045840026928706e-22,9.518250084152206e-24
"[1,1,3,7]","[0,1,2,3]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.798470134218442e-23,5.620219169432631e-25
"[1,1,3,7]","[0,1,3,2]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.0725058676739189e-22,6.4765808364809965e-24
"[1,1,3,7]","[1,0,0,5]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.0725058676739189e-22,6.4765808364809965e-24
"[1,1,3,7]","[1,0,1,4]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.798470134218442e-23,5.620219169432631e-25
"[1,1,3,7]","[1,0,2,3]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.045840026928706e-22,9.518250084152206e-24
"[1,1,3,7]","[1,0,3,2]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.0311785004379487e-23,3.2224328138685896e-25
"[1,1,3,7]","[1,1,0,4]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0013434397142974596,4.198249107179561e-05
"[1,1,3,7]","[1,1,1,3]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,5.1489499283885055e-24,1.609046852621408e-25
"[1,1,3,7]","[1,1,2,2]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.002279340461839635,7.12293894324886e-05
"[1,1,3,7]","[1,1,3,1]",12,6,"[1,1,3,7]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.562646184405333e-24,8.008269326266666e-26
"[1,1,5,3]","[0,0,2,3]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0037102155513155117,0.00011594423597860974
"[1,1,5,3]","[0,0,3,2]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00597045557398217,0.00018657673668694282
"[1,1,5,3]","[0,0,4,1]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.005417304106608989,0.00016929075333153092
"[1,1,5,3]","[0,0,5,0]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0031093749094966913,9.71679659217716e-05
"[1,1,5,3]","[0,1,1,3]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00412524614174637,0.00012891394192957406
"[1,1,5,3]","[0,1,2,2]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.006940863489129702,0.0002169019840353032
"[1,1,5,3]","[0,1,3,1]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.007494875256279837,0.00023421485175874492
"[1,1,5,3]","[0,1,4,0]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.005301744249961663,0.00016567950781130197
"[1,1,5,3]","[1,0,1,3]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.005301744249961663,0.00016567950781130197
"[1,1,5,3]","[1,0,2,2]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.007494875256279837,0.00023421485175874492
"[1,1,5,3]","[1,0,3,1]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.006940863489129702,0.0002169019840353032
"[1,1,5,3]","[1,0,4,0]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00412524614174637,0.00012891394192957406
"[1,1,5,3]","[1,1,0,3]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0031093749094966913,9.71679659217716e-05
"[1,1,5,3]","[1,1,1,2]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0054173041066089885,0.0001692907533315309
"[1,1,5,3]","[1,1,2,1]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.00597045557398217,0.00018657673668694282
"[1,1,5,3]","[1,1,3,0]",10,5,"[1,1,5,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.003710215551315512,0.00011594423597860975
"[1,1,5,5]","[0,0,1,5]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0010015805274092209,3.129939148153815e-05
"[1,1,5,5]","[0,0,2,4]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.453797962897971e-24,1.079311863405616e-25
"[1,1,5,5]","[0,0,3,3]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.001480329195076747,4.626028734614834e-05
"[1,1,5,5]","[0,0,4,2]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.35205252976723e-24,1.0475164155522593e-25
"[1,1,5,5]","[0,0,5,1]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0009442120804437482,2.950662751386713e-05
"[1,1,5,5]","[0,1,0,5]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.2378247339383014e-24,1.3243202293557192e-25
"[1,1,5,5]","[0,1,1,4]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.7895147843811751e-22,5.592233701191172e-24
"[1,1,5,5]","[0,1,2,3]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2026368012185128e-23,3.7582400038078524e-25
"[1,1,5,5]","[0,1,3,2]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.1326596127811286e-22,6.664561289941027e-24
"[1,1,5,5]","[0,1,4,1]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2730647509965352e-23,3.9783273468641725e-25
"[1,1,5,5]","[0,1,5,0]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.701090310924425e-23,2.7190907221638827e-24
"[1,1,5,5]","[1,0,0,5]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.701090310924425e-23,2.7190907221638827e-24
"[1,1,5,5]","[1,0,1,4]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2730647509965352e-23,3.9783273468641725e-25
"[1,1,5,5]","[1,0,2,3]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.1326596127811286e-22,6.664561289941027e-24
"[1,1,5,5]","[1,0,3,2]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2026368012185128e-23,3.7582400038078524e-25
"[1,1,5,5]","[1,0,4,1]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.7895147843811751e-22,5.592233701191172e-24
"[1,1,5,5]","[1,0,5,0]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.2378247339383014e-24,1.3243202293557192e-25
"[1,1,5,5]","[1,1,0,4]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0009442120804437482,2.950662751386713e-05
"[1,1,5,5]","[1,1,1,3]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.35205252976723e-24,1.0475164155522593e-25
"[1,1,5,5]","[1,1,2,2]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.001480329195076747,4.626028734614834e-05
"[1,1,5,5]","[1,1,3,1]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,3.453797962897971e-24,1.079311863405616e-25
"[1,1,5,5]","[1,1,4,0]",12,6,"[1,1,5,5]","[[1,1,1],[1,1,3],[1,1,5]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0010015805274092209,3.129939148153815e-05
"[1,1,7,1]","[0,0,4,1]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.003366471066317674,0.0001052022208224273
"[1,1,7,1]","[0,0,5,0]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0024226920474332936,7.570912648229042e-05
"[1,1,7,1]","[0,1,3,1]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0032933742184317965,0.00010291794432599364
"[1,1,7,1]","[0,1,4,0]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.003049932131905898,9.531037912205932e-05
"[1,1,7,1]","[1,0,3,1]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.003049932131905898,9.531037912205932e-05
"[1,1,7,1]","[1,0,4,0]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0032933742184317965,0.00010291794432599364
"[1,1,7,1]","[1,1,2,1]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0024226920474332936,7.570912648229042e-05
"[1,1,7,1]","[1,1,3,0]",10,5,"[1,1,7,1]","[[1,1,1]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.003366471066317674,0.0001052022208224273
"[1,1,7,3]","[0,0,3,3]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0006504815409399554,2.0327548154373607e-05
"[1,1,7,3]","[0,0,4,2]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,2.248480245458605e-24,7.02650076705814e-26
"[1,1,7,3]","[0,0,5,1]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,0.0010404223532694751,3.25131985396711e-05
"[1,1,7,3]","[0,0,6,0]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.72397568829644e-24,5.387424025926375e-26
"[1,1,7,3]","[0,1,2,3]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,4.942465324852786e-24,1.5445204140164956e-25
"[1,1,7,3]","[0,1,3,2]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,1.2529961762216324e-22,3.9156130506926014e-24
"[1,1,7,3]","[0,1,4,1]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.512982733226507e-24,2.6603071041332836e-25
"[1,1,7,3]","[0,1,5,0]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.95363636007294e-23,2.7980113625227937e-24
"[1,1,7,3]","[1,0,2,3]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.95363636007294e-23,2.7980113625227937e-24
"[1,1,7,3]","[1,0,3,2]",12,6,"[1,1,7,3]","[[1,1,1],[1,1,3]]",0.03125,1.0,provisional_common_1_over_q_target,unresolved_balanced_frontier,../open_problem_forr4_passive_floor_consolidation_round_3/notes/high_degree_record_incidence_frontier.md,8.512982733226507e-24,2.6603071041332836e-25
